Phrase,Cerebro IQ Score,Search_volume,Competing Products,CPR 8-Day Giveaways,Sponsored ASINs,Amazon Recommended,Sponsored,Organic,Amazon Recommended Rank,Sponsored_rank,Organic_rank
bark box toys,2887,1432,496,32,370,0,1,1,-,49,244
fish feeder automatic,509,382,751,8,276,0,1,0,-,38,-
puzzle feeder cat,1471,1222,831,24,171,0,0,1,-,-,212
automatic pet feeder for cats,749,749,1000,16,131,0,1,0,-,76,-
pet feeder with storage,362,234,647,8,60,0,0,1,-,-,77
dog lick treat,287,287,1000,8,362,0,1,0,-,47,-
cat videos for cats to watch,88,353,4000,8,58,0,0,1,-,-,89
stealing coin bank dog,201,201,1000,8,233,0,1,0,-,1,-
star dog toy,50,249,5000,8,63,0,0,1,-,-,210
knot remover for dogs,301,301,1000,8,73,0,1,0,-,68,-
timed dog feeder large,856,321,375,8,78,0,0,1,-,-,195
dog fetch machine automatic,2513,294,117,8,37,0,1,1,-,1,33
cat fetch toy,463,463,1000,8,327,0,0,1,-,-,268
large parrot cage,144,1154,8000,32,244,0,1,0,-,35,-
parrot food bowl,516,364,706,8,330,0,1,0,-,52,-
automatic fish tank feeder,722,348,482,8,280,0,1,0,-,26,-
stroller dog leash,267,247,924,8,282,0,1,0,-,19,-
stroller dog leash attachment,1010,293,290,8,159,0,1,0,-,8,-
large dog feeders,57,396,7000,8,372,0,0,1,-,-,222
dog crate bowl,507,507,1000,8,77,0,0,1,-,-,294
dog crate bowls,810,810,1000,16,178,0,0,1,-,-,149
dog crate toys,133,266,2000,8,72,0,0,1,-,-,251
puppy crate toys,326,326,1000,8,303,0,0,1,-,-,256
crate toys for puppies,50,251,5000,8,84,0,0,1,-,-,41
live chickens for sale pet,231,231,1000,8,25,0,1,0,-,11,-
hemp dog treats calming,853,436,511,8,205,0,1,0,-,61,-
french bulldog bed,5510,810,147,16,245,0,1,0,-,38,-
french bulldog bowl,1114,411,369,8,266,0,1,1,-,52,130
french bulldog collar,1221,1221,1000,24,425,0,0,1,-,-,261
english bulldog decal,843,236,280,8,246,0,1,0,-,13,-
french bulldog food,2463,1219,495,24,217,0,0,1,-,-,111
french bulldog food bowl,3616,886,245,16,332,0,1,1,-,58,125
french bulldog ornament,1043,217,208,8,254,0,1,0,-,47,-
french bulldog toys,1850,1850,1000,40,350,0,0,1,-,-,211
bulldog toys for dogs,76,228,3000,8,391,0,0,1,-,-,246
plato salmon strips dog treats,630,215,341,8,84,0,1,0,-,55,-
retractable tie out cable,344,210,611,8,232,0,1,0,-,38,-
paw tracker dog gps,721,212,294,8,47,0,1,0,-,37,-
dog weave poles,2786,273,98,8,86,0,1,0,-,1,-
wahl clippers pet,298,207,694,8,83,0,1,0,-,49,-
some bunny is one birthday party supplies,993,412,415,8,326,0,0,1,-,-,290
pet gifts for dogs,9,441,50000,16,348,0,1,1,-,13,4
dog outdoor kennel for large dogs,91,274,3000,8,134,0,0,1,-,-,299
pet pens for dogs indoor,4669,1690,362,40,309,0,1,0,-,56,-
automatic pet water dispenser,1138,888,780,16,366,0,1,0,-,40,-
portable pet water bottle,24722,6749,273,136,398,0,1,0,-,62,-
portable pet water dispenser,463,463,1000,8,329,0,1,0,-,52,-
dog passed away gift,264,264,1000,8,314,0,1,0,-,1,-
new technology gadgets,34,340,10000,8,454,0,0,1,-,-,191
cat treat puzzle toys,522,321,615,8,320,0,0,1,-,-,209
large dog drinking fountain,486,486,1000,8,281,0,1,0,-,75,-
pet tent beds for small dogs,1293,561,434,16,152,0,0,1,-,-,252
smart bones dog treats,1017,351,345,8,277,0,1,0,-,1,-
radio fence dog collar,298,209,702,8,245,0,1,0,-,74,-
shock collar for dogs petsafe,283,283,1000,8,323,0,1,0,-,48,-
shock collar for dogs automatic,499,439,879,8,234,0,1,0,-,51,-
gps chip for dogs,4216,1349,320,32,188,0,0,1,-,-,74
dog marrow bone treats,632,328,519,8,378,0,1,0,-,1,-
storage for dog toys,59,411,7000,16,384,0,0,1,-,-,178
dog crate xsmall,426,250,587,8,78,0,0,1,-,-,189
pet gazebo large,327,327,1000,8,254,0,1,0,-,7,-
pet gazebo medium,375,375,1000,8,325,0,1,0,-,34,-
play yard pet,91,274,3000,8,383,0,1,0,-,68,-
healthy digestion dog treats,248,248,1000,8,236,0,1,0,-,38,-
laser pointer pet,601,342,569,8,62,0,1,0,-,1,-
snuggle kitty,3076,1221,397,24,230,0,1,0,-,35,-
snuggle safe,6384,1347,211,32,165,0,1,0,-,21,-
poop off,11571,810,70,16,74,0,1,0,-,27,-
chihuahua accessories,180,359,2000,8,429,0,1,0,-,11,-
chihuahua accessories girl dog,295,295,1000,8,80,0,1,0,-,37,-
chihuahua bark collar,825,383,464,8,231,0,1,0,-,45,-
chihuahua memorial,975,310,318,8,313,0,1,0,-,35,-
doggie accessories,70,209,3000,8,356,0,0,1,-,-,117
doggie fountain,2084,396,190,8,232,0,1,0,-,64,-
doggie hair bows,1212,441,364,8,84,0,1,0,-,75,-
doggie life jacket,18092,2171,120,48,250,0,1,0,-,52,-
doggie stairs,12799,2547,199,56,271,0,0,1,-,-,154
doggie steps for small dogs,9444,2550,270,56,287,0,1,0,-,74,-
doggie strollers for small dogs,8563,1430,167,32,255,0,1,0,-,46,-
pup tub,275,229,834,8,238,0,1,0,-,61,-
granola dog treats,705,272,386,8,130,0,1,0,-,68,-
doggy playpen indoor,6985,1432,205,32,282,0,1,0,-,63,-
puppy playpen indoor,2915,2428,833,56,245,0,1,0,-,70,-
accessories for dogs,75,747,10000,24,496,0,1,1,-,7,88
dog helmet,9113,2251,247,48,246,0,0,1,-,-,61
dog play,22,446,20000,16,405,0,0,1,-,-,268
pampered pets usa,636,213,335,8,54,0,1,0,-,40,-
indestructible kennel,210,210,1000,8,122,0,1,0,-,62,-
latte bowl set,251,208,828,8,84,0,0,1,-,-,246
bandana keychain,1337,460,344,8,61,0,1,0,-,14,-
teepee pet bed,1231,427,347,8,405,0,0,1,-,-,122
chamomile dog treats,785,303,386,8,350,0,1,0,-,64,-
yorkie bark collar,376,272,723,8,249,0,1,1,-,39,244
yorkie collar,349,349,1000,8,376,0,0,1,-,-,257
yorkie costume,238,238,1000,8,104,0,1,0,-,37,-
yorkie gifts,187,373,2000,8,342,0,1,1,-,47,131
yorkie mom shirt,1008,356,353,8,65,0,1,0,-,43,-
yorkie outfits,269,269,1000,8,72,0,0,1,-,-,222
yorkie sticker,290,221,762,8,271,0,0,1,-,-,261
yorkie toys,187,747,4000,16,84,0,1,0,-,15,-
yorkie watch,203,203,1000,8,74,0,0,1,-,-,43
teepee for cats,1051,247,235,8,339,0,1,1,-,58,140
baby cam,4322,4322,1000,96,467,0,0,1,-,-,230
hummingbird nest,5241,1347,257,32,288,0,1,0,-,1,-
pur love dog treats,292,292,1000,8,322,0,1,0,-,39,-
xsmall kong,548,258,471,8,64,0,0,1,-,-,166
teepees for dogs,241,241,1000,8,113,0,1,1,-,43,51
compostable pet waste bags,863,240,278,8,204,0,1,0,-,26,-
clever crate,719,233,324,8,40,0,0,1,-,-,53
calming vest,519,241,464,8,84,0,1,0,-,76,-
nutrisource puppy large breed,569,251,441,8,48,0,1,0,-,41,-
youre on camera,58,232,4000,8,301,0,0,1,-,-,246
zukes breath dog treats,520,319,613,8,190,0,1,0,-,49,-
broom for pet hair,2363,1432,606,32,311,0,1,0,-,75,-
foldable pool,30545,10874,356,200,409,0,1,0,-,7,-
cat costume,432,4322,10000,128,417,0,1,0,-,25,-
cat tv,347,3471,10000,104,263,0,1,0,-,12,-
ferret accessories,951,951,1000,24,405,0,1,0,-,15,-
ferret bowl,271,212,781,8,326,0,1,0,-,69,-
ferret clothes,2186,2186,1000,48,303,0,1,0,-,13,-
ferret carrier,1554,884,569,16,227,0,1,0,-,58,-
shepherds sling,237,237,1000,8,107,0,1,0,-,33,-
shepherds watch,483,483,1000,8,142,0,0,1,-,-,14
small pet cage,119,951,8000,32,449,0,0,1,-,-,185
pomeranian collar,323,248,768,8,394,0,0,1,-,-,202
crunchy dog toy,206,205,996,8,326,0,1,0,-,47,-
dog treats with hemp oil,205,205,1000,8,247,0,1,0,-,39,-
dog treats with cranberry,464,464,1000,8,296,0,1,0,-,50,-
dog gift box,34,675,20000,24,329,0,1,1,-,1,143
dog gift set,140,421,3000,8,316,0,1,1,-,26,231
stocking stuffer for husband,38,379,10000,8,318,0,0,1,-,-,276
stocking stuffer ideas for wife,62,310,5000,8,368,0,0,1,-,-,132
stocking stuffer wife,27,273,10000,8,375,0,0,1,-,-,219
gift for life dog supplement,117,351,3000,8,294,0,1,0,-,1,-
natural life stickers,107,214,2000,8,263,0,0,1,-,-,56
phone accessories animal,11,219,20000,8,92,0,0,1,-,-,63
dog crate for car,4653,1852,398,40,344,0,1,0,-,62,-
dog crate gate,138,276,2000,8,297,0,1,0,-,74,-
dog crate night stand,723,321,444,8,69,0,1,0,-,61,-
hemp oil dog treats,447,447,1000,8,236,0,1,0,-,52,-
leash retractable large,142,426,3000,8,376,0,1,0,-,37,-
small dogs accessories,37,370,10000,8,218,0,0,1,-,-,259
pet feeder camera,702,304,433,8,265,0,1,1,-,1,6
pet feeder ice pack,642,233,363,8,185,0,1,0,-,27,-
chicken water heater,1186,401,338,8,219,0,1,0,-,56,-
pet toys basket,52,362,7000,8,84,0,0,1,-,-,202
dog toy for boredom,157,313,2000,8,433,0,0,1,-,-,254
activity cube baby,325,325,1000,8,322,0,0,1,-,-,227
bird feeders outdoor,56,395,7000,8,413,0,1,0,-,75,-
surveillance camera monitor,79,396,5000,8,535,0,0,1,-,-,229
nanny camera with phone app,354,354,1000,8,475,0,0,1,-,-,138
nanny cam audio,271,271,1000,8,432,0,0,1,-,-,164
nanny cam audio video,361,361,1000,8,425,0,0,1,-,-,198
nanny cam outdoor,413,413,1000,8,390,0,0,1,-,-,251
nanny cam with app,332,332,1000,8,114,0,0,1,-,-,148
baby camera and monitor,106,211,2000,8,357,0,0,1,-,-,285
baby camera with wifi,113,225,2000,8,509,0,0,1,-,-,248
anti bark control collar,439,408,930,8,281,0,1,0,-,69,-
anti bark devices for dogs,222,222,1000,8,293,0,1,0,-,61,-
gps tracker for cats,7322,2548,348,56,315,0,1,0,-,85,-
bike storage for apartment,351,247,703,8,84,0,1,0,-,26,-
dog food storage tin,528,297,563,8,53,0,1,0,-,43,-
baby bowl on the go,102,306,3000,8,154,0,0,1,-,-,246
puzzle feeder toy,260,260,1000,8,346,0,0,1,-,-,227
pet hair laundry,675,675,1000,16,349,0,1,0,-,63,-
pet hair purifier,342,342,1000,8,349,0,1,0,-,72,-
indoor play pen,123,246,2000,8,413,0,1,0,-,25,-
pet stairs bed,170,340,2000,8,149,0,0,1,-,-,168
pet stairs large,38,301,8000,8,84,0,0,1,-,-,274
spy cam speaker,954,354,371,8,98,0,0,1,-,-,107
stroller organizer with bottle holders,334,255,763,8,333,0,1,0,-,82,-
german shepherd kennel,843,323,383,8,69,0,0,1,-,-,59
kong dog bowl,833,304,365,8,337,0,0,1,-,-,146
kong dog leash retractable,442,202,457,8,329,0,1,0,-,61,-
puppy treats blue,29,260,9000,8,72,0,0,1,-,-,241
pet bag balm,544,380,698,8,148,0,1,0,-,14,-
dog ball thrower tennis ball,456,216,474,8,134,0,1,0,-,76,-
the cube dog toy,92,275,3000,8,358,0,0,1,-,-,108
kong medium dog toys,149,298,2000,8,450,0,1,0,-,13,-
dog stuff for car,40,403,10000,16,364,0,1,0,-,63,-
dog stuff for camping,217,434,2000,8,144,0,0,1,-,-,138
dog stuff for small dogs,10,381,40000,16,199,0,0,1,-,-,162
dog stuff under 5 dollars,812,509,627,8,253,0,1,0,-,71,-
dog stairs car,126,251,2000,8,305,0,1,0,-,64,-
dog stairs couch,219,219,1000,8,225,0,1,0,-,61,-
dog stairs for car,3573,886,248,16,244,0,1,0,-,67,-
dog stairs small dogs,46,371,8000,8,84,0,1,0,-,28,-
dog stairs suv,971,371,382,8,84,0,1,0,-,20,-
dog steps for car,597,507,849,8,289,0,1,0,-,47,-
dog strollers for 2 small dogs,1763,282,160,8,141,0,1,0,-,63,-
fish food feeder,223,202,906,8,241,0,1,0,-,64,-
fish food fresh water,94,281,3000,8,306,0,1,0,-,36,-
digestive aid for pets,402,402,1000,8,165,0,1,0,-,64,-
phone camera remote,75,747,10000,24,188,0,0,1,-,-,182
pet camera with treat dispenser,4506,1221,271,24,236,0,1,1,-,1,2
pet camera wireless,235,235,1000,8,407,0,1,0,-,1,-
dog camera and treat dispenser,945,242,256,8,237,0,1,1,-,1,1
spy camera connect to phone,205,205,1000,8,96,0,0,1,-,-,271
spy gear for girls,640,449,702,8,289,0,0,1,-,-,179
spy gear laser,664,298,449,8,146,0,0,1,-,-,54
spy gear pen,325,251,773,8,205,0,1,0,-,57,-
spy gear set,258,216,837,8,208,0,0,1,-,-,164
dog bell for potty training,1809,351,194,8,255,0,1,0,-,75,-
dog bell potty,298,204,685,8,136,0,1,0,-,69,-
dog bell trainer,267,265,994,8,56,0,1,0,-,44,-
automatic feeder small animal,92,277,3000,8,144,0,0,1,-,-,283
cat cage accessories,675,675,1000,16,335,0,0,1,-,-,147
cat cage playpen,1095,747,682,16,353,0,1,0,-,47,-
pet food hopper,341,202,592,8,264,0,1,0,-,62,-
bag balm pet,2077,675,325,16,144,0,1,0,-,17,-
cbd oil dog treats,896,413,461,8,239,0,1,0,-,64,-
gift tags adhesive,34,269,8000,8,84,0,0,1,-,-,283
treat bags for dogs,161,484,3000,8,297,0,1,0,-,13,-
game camera bluetooth,421,421,1000,8,318,0,0,1,-,-,194
game camera wifi,6933,1657,239,40,265,0,0,1,-,-,299
pet camera nest,376,293,780,8,102,0,0,1,-,-,66
pet camera set,240,479,2000,8,108,0,0,1,-,-,76
ball dog food,23,203,9000,8,84,0,0,1,-,-,232
ring dish bulk,52,416,8000,16,316,0,1,0,-,56,-
exercise bike monitor,245,245,1000,8,328,0,1,0,-,88,-
new home must haves,21,209,10000,8,444,0,0,1,-,-,268
new home necessities,476,951,2000,24,143,0,0,1,-,-,221
water sprinkler for dogs,749,749,1000,16,459,0,1,0,-,70,-
ipad pro usb adapter,721,1442,2000,32,365,0,1,0,-,17,-
dog vest outdoor,40,238,6000,8,435,0,1,0,-,64,-
shock collar for dogs large breed,93733,37868,404,512,334,0,1,0,-,75,-
birthday girl bandana,610,222,364,8,314,0,1,0,-,48,-
mental health games,101,303,3000,8,272,0,0,1,-,-,269
air conditioner screen,443,886,2000,16,247,0,1,0,-,34,-
camera video cage,209,209,1000,8,120,0,0,1,-,-,132
new puppy accessories,183,366,2000,8,131,0,1,1,-,69,44
new puppy starter kit,8105,1921,237,40,360,0,0,1,-,-,178
watch dogs clothing,91,364,4000,8,75,0,0,1,-,-,111
large dog agility equipment,591,487,824,8,245,0,1,0,-,51,-
large dog run,89,888,10000,24,136,0,0,1,-,-,176
hot dog jr,14,276,20000,8,58,0,0,1,-,-,238
hot dog usb,252,252,1000,8,61,0,0,1,-,-,190
door guard for dogs,1432,1432,1000,32,278,0,1,0,-,24,-
mini mattress dog,210,210,1000,8,351,0,1,0,-,43,-
anxiety shirt dogs,305,250,819,8,84,0,0,1,-,-,166
baby puzzle ball,128,256,2000,8,58,0,0,1,-,-,115
baby games online,232,464,2000,8,6,0,0,1,-,-,212
dog kennel food and water bowls,724,346,478,8,326,0,1,1,-,51,178
chihuahua carrier sling,1029,282,274,8,241,0,1,0,-,39,-
chihuahua toys for dog,54,215,4000,8,408,0,1,0,-,48,-
chihuahua training collar,509,509,1000,8,340,0,1,0,-,64,-
easy feeder dog bowl,169,337,2000,8,292,0,1,1,-,24,222
white crates plastic,124,247,2000,8,234,0,0,1,-,-,228
doggie cam with app,506,355,702,8,108,0,0,1,-,-,27
doggie camera and treat dispenser,2590,347,134,8,24,0,1,1,-,1,1
doggie playpen for medium size dogs,750,447,596,8,298,0,1,0,-,74,-
doggie steps for medium dogs,887,219,247,8,263,0,1,0,-,45,-
doggie stairs for high beds,1312,488,372,8,218,0,1,1,-,62,105
pup star 2,207,207,1000,8,1,0,0,1,-,-,104
double retractable dog leash,789,378,479,8,378,0,1,0,-,32,-
pup bandana,251,251,1000,8,300,0,1,0,-,4,-
dog boy clothes,149,446,3000,8,443,0,1,0,-,75,-
extra large dog,10,302,30000,8,84,0,0,1,-,-,292
yorkie beds for puppies,197,393,2000,8,84,0,1,1,-,76,209
yorkie dog harness,343,343,1000,8,84,0,0,1,-,-,128
yorkie puppy treats,138,276,2000,8,84,0,0,1,-,-,72
smart baby watch,146,437,3000,8,389,0,0,1,-,-,134
baby watch camera,476,476,1000,8,442,0,0,1,-,-,164
pet bike trailer,15820,2547,161,56,213,0,1,0,-,52,-
pet bike basket,5438,1664,306,40,348,0,1,0,-,14,-
medical pet shirt,319,212,664,8,300,0,1,0,-,46,-
royal canin hydrolyzed dog food,597,276,462,8,102,0,1,0,-,63,-
christmas pajamas for dogs,44,307,7000,8,147,0,0,1,-,-,168
pet shaver for dogs,1397,810,580,16,382,0,1,0,-,31,-
backpack for dogs to carry dogs,3024,886,293,16,317,0,1,0,-,37,-
artificial grass pet,116,231,2000,8,78,0,1,0,-,57,-
dna test for cats,4919,423,86,8,65,0,1,0,-,29,-
cat gps tracker with real time,510,339,665,8,106,0,1,0,-,67,-
wifi camera dog,128,256,2000,8,120,0,0,1,-,-,8
wrist watch camera,135,269,2000,8,72,0,0,1,-,-,283
water conditioner for fish tank,383,383,1000,8,247,0,1,0,-,26,-
toy dog treats,26,259,10000,8,233,0,1,1,-,1,300
amazon cloud camera,1352,1352,1000,32,490,0,0,1,-,-,227
amazon cloud photo storage,448,309,690,8,35,0,0,1,-,-,261
iphone black home button sticker,475,365,769,8,129,0,0,1,-,-,262
ball launcher for dogs,8357,5407,647,120,335,0,1,1,-,26,78
unicorn dog hat,57,286,5000,8,307,0,1,0,-,42,-
food dispenser dog,53,210,4000,8,348,0,0,1,-,-,112
food dispenser for dogs,884,884,1000,16,413,0,1,1,-,11,70
food dispenser for pets,48,238,5000,8,84,0,0,1,-,-,150
led safety pet collar,288,269,935,8,248,0,1,0,-,27,-
barking dog motion detector,1326,244,184,8,69,0,0,1,-,-,99
barking dog shoes,228,228,1000,8,116,0,1,0,-,39,-
dog dish with stand,276,215,779,8,252,0,1,0,-,52,-
big sister dog,146,292,2000,8,275,0,1,0,-,13,-
two way monitor,178,356,2000,8,398,0,0,1,-,-,210
webcam privacy sticker,768,281,366,8,88,0,0,1,-,-,193
toy yorkie collar,57,228,4000,8,72,0,0,1,-,-,102
memorial gifts dog,68,405,6000,16,329,0,1,0,-,12,-
door bell dog training,504,294,583,8,247,0,1,0,-,50,-
dog bandana big sister,1713,358,209,8,249,0,1,0,-,1,-
phone bluetooth camera remote,106,211,2000,8,90,0,0,1,-,-,278
dog run house,28,253,9000,8,84,0,0,1,-,-,155
dog feeding ball,292,292,1000,8,60,0,0,1,-,-,87
dog feeding toys,442,286,647,8,385,0,0,1,-,-,196
animal gps tracker cat,1011,275,272,8,155,0,1,0,-,73,-
automatic pet feeder for dogs,974,454,466,8,145,0,1,0,-,50,-
great dane accessories,218,435,2000,8,423,0,1,0,-,13,-
great dane feeder,1337,242,181,8,189,0,1,1,-,74,110
great dane feeding station,1296,289,223,8,114,0,1,0,-,70,-
dog birthday girl,72,1445,20000,40,316,0,1,0,-,64,-
dog birthday outfit boy,1093,376,344,8,131,0,1,0,-,50,-
puppy playpen portable,683,344,504,8,144,0,1,0,-,48,-
dog stairs for high bed,1346,747,555,16,233,0,1,1,-,27,186
dog training course,399,399,1000,8,350,0,1,0,-,56,-
dog training video,188,376,2000,8,84,0,0,1,-,-,58
white out dispenser,76,381,5000,8,79,0,0,1,-,-,159
fish tanks for kids,78,233,3000,8,258,0,1,0,-,59,-
dog treats with fiber,116,231,2000,8,316,0,1,0,-,17,-
dog pen cover,1908,1219,639,24,346,0,1,0,-,24,-
dog pen for small dogs,544,356,654,8,155,0,1,0,-,71,-
dog pen outdoor,2293,1222,533,24,354,0,1,0,-,48,-
bike trailer for pets,1627,358,220,8,38,0,1,0,-,28,-
dog memorial items,93,280,3000,8,350,0,1,0,-,69,-
pet memorial keepsakes,73,367,5000,8,328,0,1,0,-,27,-
pet memorial statues for dogs,340,308,907,8,293,0,1,0,-,72,-
video camera cage,366,366,1000,8,120,0,0,1,-,-,194
add on dog items,67,403,6000,16,84,0,0,1,-,-,125
dog man toys,51,506,10000,16,331,0,0,1,-,-,136
blueberry pet shampoo,947,214,226,8,280,0,1,0,-,34,-
puppy toys for boredom,3126,3126,1000,72,356,0,1,1,-,57,122
service dog accessories,32,321,10000,8,308,0,1,0,-,60,-
dog stroller for small dogs,13647,2552,187,56,329,0,1,0,-,40,-
dog stroller for medium dogs,13440,6747,502,136,285,0,1,0,-,23,-
dog tag funny,498,308,619,8,72,0,0,1,-,-,276
dog cage for car,562,262,466,8,389,0,1,0,-,34,-
dog cage for large dogs,204,407,2000,8,292,0,0,1,-,-,224
dog cage pad,258,235,911,8,280,0,0,1,-,-,225
dog agility ramp,3492,412,118,8,239,0,1,0,-,30,-
dog agility toys,326,240,737,8,404,0,1,0,-,47,-
dog puzzle games,688,391,568,8,309,0,0,1,-,-,297
comfy cone pet,691,328,475,8,235,0,1,0,-,25,-
fish finder camera,499,218,437,8,406,0,1,0,-,103,-
fur wizard pet hair remover,5472,673,123,16,247,0,1,0,-,41,-
no grain dog treats,53,212,4000,8,279,0,1,0,-,75,-
nest camera accessories,1024,432,422,8,114,0,1,0,-,50,-
nest camera monitor,459,405,883,8,120,0,0,1,-,-,143
nest camera power cord,835,303,363,8,128,0,0,1,-,-,89
nest camera wireless,230,230,1000,8,461,0,0,1,-,-,242
dog bowls for french bulldogs,1068,332,311,8,283,0,1,1,-,61,134
dog stair lift,352,274,779,8,247,0,1,0,-,62,-
stair basket organizer,400,243,607,8,361,0,0,1,-,-,205
blueberry pet dog sweater,1214,284,234,8,133,0,1,0,-,30,-
nest cam baby monitor,640,276,431,8,375,0,0,1,-,-,136
nest cam indoor camera,292,292,1000,8,120,0,0,1,-,-,262
nest cam security camera,288,288,1000,8,428,0,0,1,-,-,128
french bulldog accessories,338,675,2000,16,432,0,0,1,-,-,234
french bulldog clothes for dogs,355,355,1000,8,334,0,1,1,-,37,17
french bulldog pajamas,747,277,371,8,83,0,1,0,-,49,-
french bulldog room decor,280,280,1000,8,80,0,1,0,-,69,-
french bulldog sticker,796,366,460,8,377,0,0,1,-,-,189
dog booties outdoor,380,343,903,8,84,0,1,0,-,28,-
dog booties snow,912,469,514,8,351,0,1,0,-,27,-
plug in baby monitor,577,293,508,8,180,0,0,1,-,-,221
english bulldog clothes for dogs,577,306,530,8,338,0,1,0,-,52,-
english bulldog items,37,256,7000,8,134,0,1,0,-,12,-
english bulldog sticker,1282,377,294,8,278,0,1,0,-,47,-
treat ball for dogs,747,747,1000,16,384,0,0,1,-,-,280
pet hair remover car,816,386,473,8,305,0,1,0,-,60,-
mean girls stickers,444,888,2000,16,79,0,0,1,-,-,236
medium dog tent,34,339,10000,8,84,0,0,1,-,-,159
motion detector toy,332,332,1000,8,55,0,0,1,-,-,173
cat laser collar,310,310,1000,8,209,0,1,1,-,20,105
motion activated pet deterrent,2199,365,166,8,231,0,1,0,-,1,-
pool table supplies and equipment,292,292,1000,8,319,0,1,0,-,38,-
our pets elevated dog feeder,530,332,627,8,275,0,1,0,-,53,-
full hd phone,4,213,60000,8,180,0,0,1,-,-,186
pet corrector for cats,763,213,279,8,227,0,1,0,-,43,-
indoor camera nest,391,334,855,8,364,0,0,1,-,-,113
fat free dog treats,148,296,2000,8,346,0,1,0,-,38,-
home camera iphone,22,201,9000,8,120,0,0,1,-,-,295
kong dog crates for large dogs,537,322,600,8,84,0,0,1,-,-,252
dog shirts for medium dogs girl,888,888,1000,16,401,0,1,0,-,36,-
dog steps for car large dog,58,288,5000,8,270,0,0,1,-,-,284
top dog treats,39,271,7000,8,339,0,1,0,-,24,-
pet door for garage door,102,204,2000,8,233,0,1,0,-,67,-
pet dryer stand,221,204,921,8,63,0,1,0,-,24,-
pet stroller for large dogs,1670,466,279,8,72,0,1,0,-,26,-
pet stroller for small dogs,2492,466,187,8,98,0,0,1,-,-,224
food items on sale,36,289,8000,8,404,0,1,0,-,29,-
must have dog items,673,1345,2000,32,322,0,1,1,-,74,113
must have iphone accessories,50,249,5000,8,84,0,0,1,-,-,241
thing two costume,38,376,10000,8,64,0,0,1,-,-,226
automatic fish food feeder,473,217,459,8,285,0,1,0,-,61,-
keep off dog,11,215,20000,8,268,0,0,1,-,-,260
play pen with door,248,248,1000,8,318,0,1,0,-,28,-
body cam with harness,232,224,965,8,65,0,0,1,-,-,143
yellow out for pools,20506,1661,81,40,144,0,1,0,-,41,-
feed dog bowl,82,326,4000,8,350,0,1,0,-,59,-
kids pool plastic,255,2552,10000,80,542,0,1,0,-,74,-
dog wireless fence system,2729,1850,678,40,276,0,1,0,-,28,-
christmas socks for dogs,46,230,5000,8,278,0,1,0,-,11,-
christmas stickers to from,27,274,10000,8,72,0,0,1,-,-,138
dog house accessories,42,423,10000,16,81,0,0,1,-,-,83
dog house beds for small dogs,35,210,6000,8,200,0,1,0,-,10,-
dog house indoor,1563,3126,2000,72,420,0,1,1,-,28,302
dog house with porch,522,361,692,8,133,0,1,0,-,60,-
dog yard accessories,50,252,5000,8,327,0,0,1,-,-,103
german food gifts,105,209,2000,8,56,0,0,1,-,-,157
pet food and water stand,133,400,3000,8,360,0,1,0,-,56,-
exercise pen with roof,740,310,419,8,68,0,1,0,-,46,-
laser light for dogs,254,254,1000,8,119,0,0,1,-,-,244
pet crate cat,26,235,9000,8,358,0,0,1,-,-,256
pet crate wood,214,214,1000,8,138,0,1,0,-,55,-
pet monitor with camera,114,341,3000,8,102,0,0,1,-,-,51
pet ramp for large dogs,862,3449,4000,80,243,0,1,0,-,61,-
pet water feeder,132,263,2000,8,427,0,1,0,-,58,-
cat kennel bowl,340,340,1000,8,173,0,1,1,-,28,103
cat kennel for indoor cats,116,348,3000,8,368,0,0,1,-,-,191
cat outfits for cats,22,216,10000,8,160,0,0,1,-,-,192
kong large dog harness,373,225,604,8,84,0,0,1,-,-,204
kong wubba puppy,2968,466,157,8,54,0,0,1,-,-,118
plastic pool for dogs,640,1919,3000,40,344,0,1,0,-,60,-
rain train sprinkler,2297,333,145,8,51,0,1,0,-,19,-
tim burton stickers,4036,1219,302,24,275,0,0,1,-,-,100
tim burton shoes,594,240,404,8,454,0,0,1,-,-,140
tim burton toys,216,216,1000,8,109,0,0,1,-,-,225
treat dispenser cat,115,461,4000,8,317,0,1,1,-,1,46
treat dispenser dog,124,247,2000,8,361,0,1,1,-,1,15
animal hair remover furniture,268,268,1000,8,309,0,1,0,-,64,-
cat tent for indoor cats,312,312,1000,8,60,0,0,1,-,-,298
toothbrush stickers,234,234,1000,8,231,0,1,0,-,18,-
cooling mat for pets,622,507,815,8,442,0,1,0,-,57,-
best dog gifts,4,384,100000,16,343,0,1,1,-,57,3
best dog owner gifts,24,471,20000,16,380,0,1,1,-,13,249
2 camera video baby monitor,108,215,2000,8,279,0,0,1,-,-,279
wisdom teeth ice,1044,214,205,8,209,0,1,0,-,55,-
metal pet fountain,266,217,816,8,244,0,1,0,-,73,-
separation anxiety dog toys,286,286,1000,8,255,0,0,1,-,-,246
separation anxiety toys for dogs,512,257,502,8,330,0,0,1,-,-,148
ellen degeneres apps,6667,240,36,8,0,0,0,1,-,-,22
ellen degeneres gifts,240,240,1000,8,139,0,0,1,-,-,72
ellen degeneres pet,332,332,1000,8,27,0,0,1,-,-,18
ellen degeneres shirt,1083,392,362,8,130,0,0,1,-,-,196
dog pool foldable,2143,600,280,16,149,0,1,0,-,50,-
